,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-01-05 12:00:00,-13.832,-108.868,-32.654,-56.757,-44.756,-153.674,-35.49,-63.974,-16.616,-29.182,-41.628,-67.702,-140.885,-97.689,-131.335,-67.047,-488.329,-207.019,-186.683,-253.139,-131.335,-67.047,-488.329
2016-01-05 13:00:00,-12.958,-101.284,-30.402,-55.429,-40.437,-154.227,-35.894,-64.272,-16.548,-28.364,-42.343,-64.952,-130.917,-90.788,-127.661,-67.762,-445.062,-198.082,-175.83,-254.394,-127.661,-67.762,-445.062
2016-01-05 14:00:00,-16.232,-117.176,-35.509,-53.973,-47.263,-158.849,-35.877,-64.205,-16.777,-31.012,-44.082,-65.21,-150.29,-107.089,-140.733,-69.045,-497.129,-216.381,-198.079,-258.932,-140.733,-69.045,-497.129
2016-01-05 15:00:00,-18.178,-122.997,-38.265,-56.419,-54.544,-158.175,-35.403,-64.337,-16.596,-30.68,-43.84,-65.468,-174.792,-120.007,-136.305,-75.037,-527.509,-229.315,-222.068,-257.915,-136.305,-75.037,-527.509
2016-01-05 16:00:00,-17.183,-117.967,-37.294,-60.581,-53.267,-145.764,-35.334,-63.224,-15.529,-29.346,-40.858,-63.544,-156.885,-112.667,-133.725,-72.612,-500.931,-217.069,-201.76,-244.322,-133.725,-72.612,-500.931
2016-01-05 17:00:00,-14.532,-112.856,-35.913,-64.068,-45.476,-133.183,-35.418,-59.772,-14.468,-26.639,-37.524,-58.896,-116.509,-92.869,-131.169,-64.695,-475.031,-189.289,-157.616,-228.373,-131.169,-64.695,-475.031
2016-01-05 18:00:00,-11.711,-104.741,-32.885,-53.498,-35.853,-118.632,-35.475,-54.423,-13.067,-22.503,-34.106,-52.71,-105.448,-75.774,-117.173,-56.347,-431.05,-162.59,-141.019,-208.531,-117.173,-56.347,-431.05
2016-01-05 19:00:00,-10.077,-92.232,-26.502,-43.353,-29.245,-104.928,-35.471,-50.212,-11.737,-18.185,-31.66,-46.895,-93.918,-65.111,-92.514,-51.077,-366.47,-143.665,-123.84,-190.611,-92.514,-51.077,-366.47
2016-01-05 20:00:00,-8.837,-78.611,-20.653,-34.928,-24.221,-85.436,-35.468,-46.169,-9.746,-16.499,-30.549,-41.418,-82.388,-55.045,-73.485,-49.31,-310.994,-127.012,-108.633,-167.073,-73.485,-49.31,-310.994
2016-01-05 21:00:00,-7.778,-69.286,-18.963,-29.908,-20.322,-74.779,-35.631,-43.425,-8.129,-15.953,-29.971,-37.25,-71.608,-45.493,-66.623,-49.119,-284.433,-112.714,-95.69,-153.835,-66.623,-49.119,-284.433
2016-01-05 22:00:00,-8.258,-66.366,-18.215,-37.722,-25.702,-69.772,-35.813,-43.019,-7.383,-15.866,-29.398,-37.195,-65.555,-51.502,-66.339,-49.195,-274.17,-118.095,-88.804,-148.604,-66.339,-49.195,-274.17
2016-01-05 23:00:00,-8.923,-65.135,-18.545,-37.43,-29.416,-64.98,-36.089,-42.505,-6.746,-17.031,-28.35,-38.252,-76.539,-57.07,-63.643,-46.318,-271.394,-123.672,-100.315,-143.575,-63.643,-46.318,-271.394
2016-01-06 00:00:00,-9.048,-62.395,-19.342,-38.912,-32.555,-57.681,-36.277,-42.772,-5.671,-19.266,-26.535,-40.304,-77.622,-62.251,-58.132,-42.624,-267.449,-129.089,-102.56,-136.73,-58.132,-42.624,-267.449
2016-01-06 01:00:00,-9.084,-61.343,-19.733,-39.572,-34.071,-55.383,-36.116,-43.019,-5.141,-20.396,-25.562,-41.418,-78.43,-64.753,-55.361,-40.424,-265.281,-131.733,-103.967,-134.518,-55.361,-40.424,-265.281
2016-01-06 02:00:00,-9.058,-61.464,-19.727,-39.778,-34.081,-54.822,-35.948,-43.133,-5.143,-20.416,-25.666,-41.507,-78.701,-64.537,-55.361,-40.074,-265.084,-131.71,-104.26,-133.904,-55.361,-40.074,-265.084
2016-01-06 03:00:00,-9.044,-61.497,-19.726,-40.239,-34.088,-56.566,-35.826,-43.268,-5.145,-20.431,-26.416,-41.515,-78.982,-62.686,-55.357,-39.723,-265.067,-130.617,-104.557,-135.659,-55.357,-39.723,-265.067
2016-01-06 04:00:00,-9.031,-61.522,-19.725,-40.759,-34.069,-59.646,-35.738,-42.688,-5.145,-20.433,-27.525,-41.39,-77.535,-55.551,-55.349,-39.335,-265.049,-124.466,-103.113,-138.072,-55.349,-39.335,-265.049
2016-01-06 05:00:00,-9.029,-61.541,-19.723,-41.319,-34.011,-62.557,-35.681,-41.218,-5.145,-20.435,-28.735,-41.215,-73.655,-63.182,-55.341,-38.951,-265.049,-133.132,-99.235,-139.457,-55.341,-38.951,-265.049
2016-01-06 06:00:00,-9.029,-62.122,-19.722,-41.886,-34.117,-65.465,-35.631,-39.711,-5.148,-20.378,-29.977,-41.83,-70.002,-68.052,-55.341,-36.664,-264.995,-139.859,-95.528,-140.808,-55.341,-36.664,-264.995
2016-01-06 07:00:00,-9.052,-64.105,-19.846,-43.805,-34.667,-68.439,-35.641,-38.087,-5.151,-21.036,-31.886,-43.467,-66.562,-71.322,-55.468,-35.15,-265.852,-146.675,-92.749,-142.167,-55.468,-35.15,-265.852
2016-01-06 08:00:00,-10.112,-67.833,-21.606,-45.958,-37.241,-73.75,-35.639,-41.265,-5.298,-22.746,-34.333,-45.8,-76.631,-74.667,-60.172,-45.556,-282.166,-154.8,-104.674,-150.654,-60.172,-45.556,-282.166
2016-01-06 09:00:00,-12.241,-79.054,-26.689,-50.96,-44.972,-79.401,-35.652,-48.841,-6.156,-26.662,-42.164,-50.808,-86.965,-79.646,-80.086,-59.134,-338.875,-172.618,-119.784,-163.894,-80.086,-59.134,-338.875
2016-01-06 10:00:00,-14.157,-109.713,-33.697,-59.436,-57.145,-101.844,-35.744,-57.593,-8.286,-33.067,-45.576,-65.799,-103.116,-93.346,-101.28,-62.771,-417.645,-204.721,-144.468,-195.181,-101.28,-62.771,-417.645
2016-01-06 11:00:00,-14.426,-117.637,-34.574,-63.242,-68.026,-120.779,-35.959,-69.341,-9.071,-36.301,-46.076,-78.079,-123.587,-98.669,-108.49,-66.171,-439.314,-222.825,-168.959,-226.079,-108.49,-66.171,-439.314
2016-01-06 12:00:00,-14.358,-111.959,-33.597,-61.284,-71.137,-116.79,-36.222,-71.729,-8.768,-35.076,-44.774,-75.418,-127.893,-101.731,-104.271,-69.634,-434.763,-221.922,-171.737,-224.742,-104.271,-69.634,-434.763
2016-01-06 13:00:00,-14.32,-107.913,-32.7,-53.803,-71.284,-104.818,-35.938,-68.369,-8.303,-32.299,-41.631,-71.998,-125.077,-100.74,-97.733,-74.572,-429.693,-214.369,-165.679,-209.126,-97.733,-74.572,-429.693
2016-01-06 14:00:00,-15.006,-129.798,-33.419,-54.121,-71.728,-107.305,-35.338,-65.5,-10.541,-33.577,-38.057,-83.876,-122.358,-100.078,-118.307,-72.462,-434.406,-222.011,-166.476,-208.142,-118.307,-72.462,-434.406
2016-01-06 15:00:00,-16.403,-144.842,-35.254,-57.192,-72.358,-108.506,-34.884,-64.568,-11.391,-36.396,-38.859,-85.665,-123.476,-100.63,-128.226,-68.463,-479.904,-225.154,-171.262,-207.958,-128.226,-68.463,-479.904
2016-01-06 16:00:00,-16.045,-132.956,-34.356,-47.481,-67.71,-101.038,-35.016,-68.618,-10.476,-35.779,-36.137,-80.626,-129.679,-99.873,-114.735,-63.916,-466.767,-216.636,-175.933,-204.672,-114.735,-63.916,-466.767
2016-01-06 17:00:00,-15.525,-99.059,-32.685,-52.1,-62.83,-93.842,-35.115,-72.789,-8.788,-33.47,-34.068,-75.736,-136.036,-96.606,-94.312,-57.987,-451.863,-206.41,-178.294,-201.745,-94.312,-57.987,-451.863
2016-01-06 18:00:00,-14.654,-86.627,-30.331,-49.775,-56.857,-84.898,-35.195,-64.568,-7.331,-30.998,-32.111,-69.245,-124.386,-89.241,-76.571,-52.348,-428.676,-190.597,-162.715,-184.661,-76.571,-52.348,-428.676
2016-01-06 19:00:00,-13.648,-78.418,-27.633,-44.769,-51.183,-71.135,-35.307,-53.507,-6.445,-28.444,-29.953,-60.585,-96.995,-78.995,-65.841,-42.077,-401.527,-169.533,-131.884,-159.949,-65.841,-42.077,-401.527
2016-01-06 20:00:00,-12.074,-70.639,-23.933,-40.029,-42.843,-61.499,-35.548,-43.958,-5.674,-25.348,-27.681,-53.167,-73.079,-69.322,-54.764,-35.965,-350.78,-150.17,-104.101,-141.004,-54.764,-35.965,-350.78
2016-01-06 21:00:00,-9.944,-63.271,-19.89,-35.553,-36.097,-59.569,-35.662,-36.557,-4.692,-21.408,-26.733,-47.76,-60.799,-60.492,-45.746,-35.135,-290.199,-134.985,-86.899,-131.788,-45.746,-35.135,-290.199
2016-01-06 22:00:00,-9.237,-57.498,-19.211,-31.342,-32.351,-60.898,-36.238,-42.108,-5.12,-18.321,-26.275,-45.672,-76.752,-59.02,-53.769,-38.738,-274.634,-130.967,-100.193,-139.244,-53.769,-38.738,-274.634
2016-01-06 23:00:00,-8.88,-63.449,-18.942,-31.185,-31.963,-60.564,-33.425,-41.693,-5.706,-18.735,-25.421,-43.446,-68.867,-59.246,-59.067,-37.388,-271.8,-128.113,-93.308,-135.682,-59.067,-37.388,-271.8
2016-01-07 00:00:00,-8.347,-61.272,-18.907,-31.766,-32.025,-60.745,-27.868,-43.345,-5.855,-20.205,-23.967,-39.119,-57.231,-59.968,-60.689,-34.676,-283.09,-123.054,-83.29,-131.958,-60.689,-34.676,-283.09
2016-01-07 01:00:00,-8.07,-60.253,-18.872,-32.052,-32.115,-60.829,-25.096,-44.294,-6.504,-20.94,-23.322,-36.966,-51.292,-60.294,-61.547,-36.025,-289.074,-120.582,-78.735,-130.218,-61.547,-36.025,-289.074
2016-01-07 02:00:00,-8.071,-60.319,-18.759,-32.054,-32.167,-60.825,-25.107,-44.406,-6.535,-20.943,-23.405,-36.979,-50.832,-60.407,-61.603,-37.246,-289.413,-120.791,-78.31,-130.338,-61.603,-37.246,-289.413
2016-01-07 03:00:00,-8.072,-60.37,-18.25,-32.059,-32.175,-60.825,-25.143,-44.406,-6.536,-20.947,-23.446,-36.995,-48.887,-60.534,-61.654,-37.25,-289.413,-120.975,-76.369,-130.374,-61.654,-37.25,-289.413
2016-01-07 04:00:00,-8.072,-60.381,-16.565,-32.063,-31.912,-60.796,-25.134,-43.875,-6.536,-20.947,-23.434,-37.015,-42.173,-60.602,-61.693,-37.255,-288.36,-121.051,-69.656,-129.804,-61.693,-37.255,-288.36
2016-01-07 05:00:00,-8.073,-60.388,-20.542,-32.068,-31.918,-60.752,-25.059,-43.823,-6.506,-20.947,-23.395,-37.039,-53.474,-60.598,-61.733,-37.219,-289.11,-121.032,-80.927,-129.635,-61.733,-37.219,-289.11
2016-01-07 06:00:00,-8.061,-60.458,-22.222,-32.059,-32.404,-60.609,-24.962,-43.915,-6.473,-20.926,-23.584,-37.081,-58.453,-61.097,-62.752,-37.167,-294.144,-121.762,-85.852,-129.486,-62.752,-37.167,-294.144
2016-01-07 07:00:00,-8.137,-60.849,-23.284,-32.364,-33.012,-60.664,-25.974,-44.628,-6.44,-20.905,-24.586,-37.091,-61.699,-62.616,-66.051,-37.117,-303.836,-124.292,-89.044,-131.266,-66.051,-37.117,-303.836
2016-01-07 08:00:00,-8.804,-63.019,-24.372,-34.556,-36.098,-60.975,-27.839,-48.16,-6.408,-21.842,-26.205,-39.815,-64.994,-67.178,-69.8,-37.064,-340.124,-133.197,-93.245,-136.974,-69.8,-37.064,-340.124
2016-01-07 09:00:00,-10.069,-71.624,-26.307,-40.271,-42.761,-61.356,-31.531,-58.542,-6.376,-24.097,-29.321,-51.287,-70.365,-80.92,-78.992,-37.017,-421.019,-161.529,-100.838,-151.43,-78.992,-37.017,-421.019
2016-01-07 10:00:00,-12.207,-88.04,-28.708,-61.219,-53.088,-61.635,-37.578,-68.9,-6.345,-28.898,-37.894,-63.08,-85.814,-108.073,-103.927,-36.967,-490.275,-209.047,-121.057,-168.112,-103.927,-36.967,-490.275
2016-01-07 11:00:00,-15.582,-93.923,-29.083,-66.503,-61.017,-61.81,-38.83,-72.845,-6.314,-34.201,-42.875,-66.729,-88.286,-133.378,-112.887,-36.917,-491.257,-242.983,-128.801,-173.485,-112.887,-36.917,-491.257
2016-01-07 12:00:00,-15.546,-91.193,-30.498,-65.578,-59.441,-61.744,-39.837,-68.654,-6.309,-34.616,-39.723,-64.853,-94.402,-143.309,-110.094,-36.867,-457.182,-247.885,-135.328,-170.235,-110.094,-36.867,-457.182
2016-01-07 13:00:00,-15.231,-91.68,-29.715,-64.64,-58.101,-61.422,-40.725,-66.862,-6.404,-33.842,-36.49,-63.544,-89.96,-143.125,-106.195,-37.873,-441.599,-243.159,-130.206,-169.009,-106.195,-37.873,-441.599
2016-01-07 14:00:00,-15.905,-107.324,-30.034,-69.666,-58.969,-61.067,-41.636,-69.492,-6.341,-35.889,-39.829,-78.303,-90.091,-144.258,-125.228,-37.436,-461.948,-262.39,-132.321,-172.194,-125.228,-37.436,-461.948
2016-01-07 15:00:00,-16.661,-113.031,-30.355,-69.171,-60.574,-60.73,-45.157,-73.071,-6.339,-38.043,-44.462,-85.904,-90.483,-143.515,-132.287,-37.057,-489.882,-273.881,-134.865,-178.958,-132.287,-37.057,-489.882
2016-01-07 16:00:00,-16.336,-103.34,-29.7,-65.583,-62.756,-60.734,-43.786,-75.526,-6.372,-37.839,-41.185,-77.227,-88.673,-133.47,-127.211,-36.919,-523.118,-251.882,-132.885,-180.046,-127.211,-36.919,-523.118
2016-01-07 17:00:00,-15.244,-91.19,-27.847,-59.349,-57.948,-61.382,-38.394,-68.972,-6.428,-35.745,-37.422,-65.001,-82.267,-123.5,-99.08,-36.981,-463.875,-225.923,-124.44,-168.747,-99.08,-36.981,-463.875
2016-01-07 18:00:00,-13.832,-78.355,-24.638,-49.822,-48.38,-62.096,-32.551,-61.365,-6.441,-33.253,-33.424,-54.507,-72.513,-112.472,-84.519,-36.979,-385.087,-200.402,-112.206,-156.012,-84.519,-36.979,-385.087
2016-01-07 19:00:00,-12.307,-68.368,-21.642,-42.428,-42.304,-62.653,-28.573,-55.89,-6.439,-30.636,-28.399,-47.416,-63.427,-101.961,-78.198,-36.8,-331.181,-177.776,-100.502,-147.116,-78.198,-36.8,-331.181
2016-01-07 20:00:00,-10.545,-58.398,-18.842,-39.67,-39.439,-62.755,-26.859,-52.893,-6.439,-27.495,-23.296,-40.399,-55.08,-85.741,-72.533,-36.619,-304.871,-149.436,-89.015,-142.507,-72.533,-36.619,-304.871
2016-01-07 21:00:00,-9.187,-47.236,-17.215,-38.515,-37.667,-62.814,-26.192,-50.884,-6.444,-23.904,-20.865,-33.048,-52.322,-76.578,-67.082,-36.712,-290.752,-130.491,-82.67,-139.889,-67.082,-36.712,-290.752
2016-01-07 22:00:00,-8.189,-55.493,-17.152,-38.385,-36.287,-62.66,-26.19,-49.26,-6.449,-20.376,-20.229,-41.718,-52.685,-70.805,-63.096,-36.831,-282.488,-132.752,-79.51,-138.11,-63.096,-36.831,-282.488
2016-01-07 23:00:00,-8.178,-60.606,-17.776,-40.34,-32.344,-60.899,-28.925,-45.277,-6.107,-18.102,-21.317,-43.378,-57.412,-66.692,-67.943,-36.543,-279.418,-131.386,-81.621,-135.102,-67.943,-36.543,-279.418
2016-01-08 00:00:00,-8.419,-57.258,-18.995,-44.197,-26.783,-57.532,-35.121,-39.713,-5.412,-15.619,-23.457,-38.768,-67.786,-64.743,-62.91,-35.733,-278.525,-126.968,-88.817,-132.365,-62.91,-35.733,-278.525
2016-01-08 01:00:00,-8.539,-55.248,-21.667,-46.207,-24.047,-56.211,-38.134,-37.838,-5.088,-14.326,-24.518,-36.478,-72.91,-63.596,-65.004,-35.235,-276.544,-124.592,-92.324,-132.183,-65.004,-35.235,-276.544
2016-01-08 02:00:00,-8.538,-54.984,-21.702,-46.287,-24.094,-56.573,-38.049,-37.287,-5.109,-14.345,-24.524,-36.497,-72.77,-63.292,-65.142,-35.214,-274.812,-124.312,-92.223,-131.909,-65.142,-35.214,-274.812
2016-01-08 03:00:00,-8.538,-54.992,-21.814,-46.37,-24.161,-56.936,-37.965,-37.704,-5.116,-14.522,-24.531,-36.51,-71.212,-63.231,-65.588,-35.204,-273.313,-124.272,-90.85,-132.604,-65.588,-35.204,-273.313
2016-01-08 04:00:00,-8.539,-55.285,-21.928,-46.446,-24.176,-57.302,-37.923,-38.597,-5.092,-15.011,-24.521,-36.507,-63.891,-63.224,-66.035,-35.207,-272.028,-124.252,-83.994,-133.822,-66.035,-35.207,-272.028
2016-01-08 05:00:00,-8.544,-55.866,-21.939,-46.498,-24.169,-57.672,-37.89,-39.57,-5.078,-15.612,-24.496,-36.505,-76.185,-63.316,-66.118,-35.212,-272.046,-124.317,-96.875,-135.132,-66.118,-35.212,-272.046
2016-01-08 06:00:00,-8.548,-55.917,-21.938,-46.549,-24.317,-58.038,-36.588,-40.578,-5.145,-16.316,-24.566,-36.505,-82.146,-63.536,-66.118,-35.257,-273.42,-124.606,-103.607,-135.204,-66.118,-35.257,-273.42
2016-01-08 07:00:00,-8.604,-55.925,-21.938,-46.364,-25.443,-57.983,-35.096,-42.155,-5.443,-17.251,-24.933,-36.541,-86.215,-63.9,-66.118,-36.247,-277.651,-125.375,-108.91,-135.233,-66.118,-36.247,-277.651
2016-01-08 08:00:00,-9.098,-58.237,-21.912,-48.079,-26.991,-58.965,-40.355,-45.087,-5.899,-18.81,-27.624,-37.662,-90.047,-66.41,-66.027,-39.115,-292.626,-131.696,-114.756,-144.406,-66.027,-39.115,-292.626
2016-01-08 09:00:00,-10.631,-67.025,-21.861,-54.593,-29.551,-67.538,-52.708,-52.539,-6.661,-24.207,-37.214,-44.403,-94.204,-72.954,-65.81,-49.202,-324.274,-154.57,-125.071,-172.785,-65.81,-49.202,-324.274
2016-01-08 10:00:00,-12.695,-79.102,-21.81,-60.859,-36.459,-79.144,-54.019,-68.737,-8.615,-30.33,-49.319,-61.8,-106.716,-89.177,-65.588,-66.923,-386.747,-200.297,-145.66,-201.9,-65.588,-66.923,-386.747
2016-01-08 11:00:00,-13.281,-91.713,-21.76,-63.367,-42.427,-82.239,-55.189,-74.547,-9.921,-31.295,-59.278,-68.226,-107.935,-93.991,-65.367,-70.945,-402.99,-221.494,-149.151,-211.976,-65.367,-70.945,-402.99
2016-01-08 12:00:00,-13.24,-98.152,-21.709,-64.384,-38.475,-82.43,-56.926,-71.384,-9.144,-30.532,-60.036,-67.055,-116.402,-95.204,-65.15,-69.887,-410.166,-222.296,-156.079,-210.74,-65.15,-69.887,-410.166
2016-01-08 13:00:00,-13.173,-93.484,-21.847,-65.296,-35.256,-82.616,-60.666,-66.315,-8.355,-28.373,-59.362,-61.365,-106.933,-96.769,-67.655,-69.517,-421.625,-217.496,-143.662,-209.598,-67.655,-69.517,-421.625
2016-01-08 14:00:00,-13.375,-87.729,-21.674,-65.865,-40.614,-82.986,-65.233,-70.388,-10.182,-25.292,-62.742,-75.454,-107.34,-102.003,-66.007,-72.848,-456.771,-240.199,-142.814,-218.607,-66.007,-72.848,-456.771
2016-01-08 15:00:00,-14.444,-83.272,-21.556,-66.349,-43.092,-83.397,-61.139,-69.203,-10.523,-25.849,-61.019,-84.163,-107.746,-102.007,-65.743,-72.922,-438.118,-247.189,-144.119,-213.738,-65.743,-72.922,-438.118
2016-01-08 16:00:00,-14.24,-78.93,-21.379,-69.288,-40.092,-86.429,-56.865,-64.873,-9.941,-23.826,-56.874,-78.864,-105.975,-93.906,-65.652,-71.151,-407.024,-229.643,-139.742,-208.167,-65.652,-71.151,-407.024
2016-01-08 17:00:00,-13.809,-77.316,-21.397,-71.129,-37.2,-88.769,-52.361,-60.276,-9.375,-22.045,-52.449,-67.027,-101.2,-85.553,-65.715,-65.935,-377.037,-205.028,-132.62,-201.406,-65.715,-65.935,-377.037
2016-01-08 18:00:00,-13.169,-79.672,-21.406,-65.224,-33.61,-78.862,-47.757,-53.411,-8.245,-20.067,-47.447,-54.934,-93.207,-77.31,-65.699,-55.903,-348.139,-179.691,-121.518,-180.03,-65.699,-55.903,-348.139
2016-01-08 19:00:00,-12.354,-68.093,-21.375,-59.183,-28.374,-66.637,-41.11,-39.588,-6.664,-17.822,-42.695,-46.838,-84.793,-69.761,-65.608,-45.876,-327.612,-159.294,-109.279,-147.335,-65.608,-45.876,-327.612
2016-01-08 20:00:00,-10.913,-56.345,-21.344,-52.311,-23.358,-53.815,-37.503,-35.195,-5.899,-15.597,-35.798,-38.851,-76.781,-67.51,-65.529,-40.434,-322.632,-142.159,-98.277,-126.514,-65.529,-40.434,-322.632
2016-01-08 21:00:00,-8.789,-53.927,-21.365,-48.924,-20.184,-48.541,-36.26,-36.107,-5.554,-15.305,-31.655,-30.42,-72.252,-66.378,-65.529,-37.506,-318.151,-128.453,-93.111,-120.909,-65.529,-37.506,-318.151
2016-01-08 22:00:00,-8.089,-53.382,-21.399,-48.353,-19.274,-47.868,-37.414,-36.492,-5.356,-15.036,-29.308,-34.171,-71.647,-65.256,-65.529,-36.874,-313.707,-128.736,-92.039,-121.773,-65.529,-36.874,-313.707
2016-01-08 23:00:00,-8.19,-52.583,-20.95,-46.43,-21.753,-50.638,-37.222,-34.974,-5.806,-15.7,-28.899,-41.865,-75.419,-67.701,-65.28,-36.422,-291.363,-138.466,-96.924,-122.834,-65.28,-36.422,-291.363
2016-01-09 00:00:00,-8.503,-52.674,-19.981,-42.575,-26.536,-55.747,-36.941,-32.051,-6.729,-17.004,-29.393,-44.594,-83.881,-73.987,-64.783,-33.006,-246.998,-147.974,-107.614,-124.739,-64.783,-33.006,-246.998
2016-01-09 01:00:00,-8.644,-52.658,-19.27,-40.607,-28.962,-58.236,-36.75,-30.554,-6.955,-17.649,-29.594,-45.876,-87.904,-77.105,-64.486,-31.315,-225.316,-152.575,-112.508,-125.54,-64.486,-31.315,-225.316
2016-01-09 02:00:00,-8.628,-52.581,-18.508,-40.569,-28.988,-58.166,-36.842,-30.666,-5.029,-17.641,-29.604,-44.757,-87.691,-77.438,-64.443,-31.818,-225.762,-151.799,-110.361,-125.674,-64.443,-31.818,-225.762
2016-01-09 03:00:00,-8.612,-52.438,-17.76,-40.542,-29.01,-58.097,-37.233,-30.778,-5.8,-17.633,-29.847,-43.655,-87.483,-78.209,-64.395,-33.056,-225.512,-151.711,-110.916,-126.107,-64.395,-33.056,-225.512
2016-01-09 04:00:00,-8.608,-50.799,-17.1,-39.603,-29.034,-58.053,-37.639,-30.636,-6.718,-17.631,-30.109,-42.651,-87.29,-79.052,-64.348,-34.234,-222.745,-151.812,-111.638,-126.328,-64.348,-34.234,-222.745
2016-01-09 05:00:00,-8.607,-48.791,-16.518,-38.373,-29.055,-58.027,-38.07,-30.164,-6.981,-17.63,-30.455,-41.744,-87.111,-79.997,-64.293,-35.395,-222.674,-152.195,-111.721,-126.26,-64.293,-35.395,-222.674
2016-01-09 06:00:00,-8.607,-46.822,-15.946,-37.164,-29.063,-57.664,-38.504,-29.879,-6.665,-17.374,-30.804,-40.847,-86.448,-80.945,-64.241,-36.881,-225.905,-152.596,-110.486,-126.048,-64.241,-36.881,-225.905
2016-01-09 07:00:00,-8.641,-45.216,-18.272,-35.795,-29.07,-55.789,-39.819,-31.472,-6.233,-16.882,-31.561,-49.191,-83.259,-83.737,-64.218,-39.609,-229.153,-164.49,-106.375,-127.081,-64.218,-39.609,-229.153
2016-01-09 08:00:00,-8.653,-43.676,-18.968,-34.397,-29.079,-53.943,-41.474,-39.785,-5.816,-16.393,-33.034,-49.781,-80.129,-86.933,-64.166,-45.277,-234.883,-169.748,-102.338,-135.202,-64.166,-45.277,-234.883
2016-01-09 09:00:00,-8.629,-42.165,-19.082,-33.031,-29.079,-52.112,-51.204,-46.558,-6.502,-15.893,-38.054,-49.77,-77.022,-103.525,-63.736,-53.018,-245.539,-191.349,-99.418,-149.874,-63.736,-53.018,-245.539
2016-01-09 10:00:00,-8.58,-49.292,-19.816,-37.135,-29.072,-50.307,-51.139,-49.139,-6.803,-15.401,-42.758,-50.122,-73.974,-99.452,-63.183,-52.038,-245.129,-192.332,-96.178,-150.584,-63.183,-52.038,-245.129
2016-01-09 11:00:00,-8.565,-49.987,-23.001,-38.037,-29.053,-55.529,-49.593,-51.112,-7.317,-17.819,-41.399,-53.782,-83.854,-98.351,-62.78,-51.573,-223.727,-193.532,-108.99,-156.234,-62.78,-51.573,-223.727
2016-01-09 12:00:00,-8.632,-50.784,-22.062,-38.492,-29.025,-59.84,-48.969,-53.124,-8.035,-17.781,-40.858,-50.99,-83.109,-97.724,-63.341,-51.391,-272.617,-189.573,-108.926,-161.933,-63.341,-51.391,-272.617
2016-01-09 13:00:00,-8.571,-51.326,-21.662,-39.097,-29.007,-59.492,-48.68,-55.086,-8.473,-17.808,-40.733,-51.337,-83.051,-97.31,-63.313,-51.265,-263.906,-189.38,-109.332,-163.258,-63.313,-51.265,-263.906
2016-01-09 14:00:00,-8.576,-51.659,-21.665,-39.648,-29.058,-59.529,-48.399,-56.977,-8.617,-17.817,-40.608,-51.251,-83.1,-96.875,-62.965,-50.829,-262.55,-188.734,-109.534,-164.905,-62.965,-50.829,-262.55
2016-01-09 15:00:00,-8.575,-51.099,-21.519,-38.544,-29.606,-60.17,-47.904,-58.901,-7.952,-17.647,-40.329,-51.034,-84.227,-95.258,-62.958,-48.854,-260.836,-186.621,-109.826,-166.974,-62.958,-48.854,-260.836
2016-01-09 16:00:00,-8.583,-50.697,-21.084,-38.535,-29.412,-60.115,-46.038,-61.392,-7.387,-17.647,-38.521,-50.344,-84.246,-91.265,-62.954,-44.259,-259.123,-180.13,-109.28,-167.544,-62.954,-44.259,-259.123
2016-01-09 17:00:00,-8.598,-50.572,-20.653,-38.427,-29.359,-60.089,-43.07,-57.888,-7.16,-17.736,-35.536,-49.658,-84.251,-85.203,-63.206,-38.724,-256.891,-170.397,-109.147,-161.047,-63.206,-38.724,-256.891
2016-01-09 18:00:00,-8.615,-50.411,-20.227,-38.333,-29.503,-60.074,-36.809,-45.49,-7.156,-17.881,-31.324,-48.975,-84.527,-72.118,-63.491,-31.418,-254.107,-152.417,-109.564,-142.374,-63.491,-31.418,-254.107
2016-01-09 19:00:00,-8.631,-50.283,-19.804,-38.284,-29.567,-60.071,-35.393,-38.261,-7.164,-17.92,-27.84,-48.3,-84.725,-68.402,-63.779,-31.0,-251.358,-144.542,-109.809,-133.725,-63.779,-31.0,-251.358
2016-01-09 20:00:00,-8.644,-50.155,-19.387,-38.235,-29.349,-60.071,-34.446,-34.332,-7.182,-17.95,-26.848,-47.635,-84.919,-67.075,-64.064,-30.328,-250.073,-141.558,-110.05,-128.849,-64.064,-30.328,-250.073
2016-01-09 21:00:00,-8.595,-50.027,-19.126,-38.185,-29.038,-60.082,-34.118,-33.121,-7.083,-17.949,-26.751,-47.393,-85.127,-66.806,-62.033,-30.113,-249.02,-140.949,-110.159,-127.32,-62.033,-30.113,-249.02
2016-01-09 22:00:00,-8.584,-49.899,-18.867,-38.145,-28.991,-60.096,-33.801,-32.988,-6.985,-17.948,-26.651,-47.153,-85.335,-66.565,-62.25,-29.911,-247.984,-140.37,-110.267,-126.886,-62.25,-29.911,-247.984
2016-01-09 23:00:00,-8.825,-50.928,-18.488,-36.962,-28.885,-59.084,-32.732,-34.015,-6.902,-17.415,-27.228,-44.336,-82.929,-62.682,-61.05,-33.709,-252.197,-134.247,-107.246,-125.831,-61.05,-33.709,-252.197
